# SOURMASH-MANIFEST-VERSION: 1.0
internal_location,md5,md5short,ksize,moltype,num,scaled,n_hashes,with_abundance,name,filename
./metagenomes/SRR3458562.mf.csv,9440e405ce0ce2bd009ad4aa811e4b5e,9440e405,51,DNA,0,1000,393851,True,SRR3458562,-
./metagenomes/SRR5098299.mf.csv,8093c3637eb51ecc66d5ea2113270dcb,8093c363,21,DNA,0,1000,244992,True,SRR5098299,-
./metagenomes/SRR5098299.mf.csv,ad7b13856e8173bc0a6780e7fa93c0ef,ad7b1385,31,DNA,0,1000,248774,True,SRR5098299,-
./metagenomes/SRR5098299.mf.csv,4d7c4473c16abf50e0caf92b0b94c9ff,4d7c4473,51,DNA,0,1000,242769,True,SRR5098299,-
./metagenomes/SRR5190219.mf.csv,2a22afe066df46f58ed29d93ef1c12df,2a22afe0,21,DNA,0,1000,1502386,True,SRR5190219,-
./metagenomes/SRR5190219.mf.csv,6de99ee2d72cc2fd666a3f414b3ce0e6,6de99ee2,31,DNA,0,1000,1542610,True,SRR5190219,-
./metagenomes/SRR5190219.mf.csv,3f31a0de9b8e1ceec16758b414ce4257,3f31a0de,51,DNA,0,1000,1355534,True,SRR5190219,-
./metagenomes/SRR5190255.mf.csv,90ff831007f2d4a4882988bc52c5b58d,90ff8310,21,DNA,0,1000,1714408,True,SRR5190255,-
./metagenomes/SRR5190255.mf.csv,530cd6aa019ab398e365cea643b33354,530cd6aa,31,DNA,0,1000,1805442,True,SRR5190255,-
./metagenomes/SRR5190255.mf.csv,9944cf21e9192df6a30ea5c20da75063,9944cf21,51,DNA,0,1000,1660142,True,SRR5190255,-
./metagenomes/SRR5831603.mf.csv,a58267b897b0346f26428650c196a2bd,a58267b8,21,DNA,0,1000,783474,True,SRR5831603,-
./metagenomes/SRR5831603.mf.csv,abe4ede7802671f0dd6b0d1688885cf9,abe4ede7,31,DNA,0,1000,936544,True,SRR5831603,-
./metagenomes/SRR5831603.mf.csv,bdf449f9678e10a1f377068348c7a072,bdf449f9,51,DNA,0,1000,1086252,True,SRR5831603,-
./metagenomes/SRR6144754.mf.csv,cfa25bc2c9a2c041f327b10ae1dc75fb,cfa25bc2,21,DNA,0,1000,4411850,True,SRR6144754,-
./metagenomes/SRR6144754.mf.csv,0555d3a2d09ee48a11e23585b0aa2703,0555d3a2,31,DNA,0,1000,4548728,True,SRR6144754,-
./metagenomes/SRR6144754.mf.csv,78d21564182ebe8942d2ee397126381c,78d21564,51,DNA,0,1000,4306757,True,SRR6144754,-
./metagenomes/SRR9016985.mf.csv,03aee62aad9578b073208f022e047955,03aee62a,21,DNA,0,1000,189468,True,SRR9016985,-
./metagenomes/SRR9016985.mf.csv,fab005d8907bcffb435d97802f7c0ece,fab005d8,31,DNA,0,1000,284716,True,SRR9016985,-
./metagenomes/SRR9016985.mf.csv,8e535b9855187d7ccf87cc1be8476d94,8e535b98,51,DNA,0,1000,457187,True,SRR9016985,-
./metagenomes/ERR1992808.mf.csv,90a1a7fbf3946ddaa3cea3e56808f3b2,90a1a7fb,21,DNA,0,1000,2565356,True,ERR1992808,-
./metagenomes/ERR1992808.mf.csv,e17278801fa74829d837d987e035f474,e1727880,31,DNA,0,1000,2732540,True,ERR1992808,-
./metagenomes/ERR1992808.mf.csv,a71a12c9b52fa4659e955c08021e71ee,a71a12c9,51,DNA,0,1000,2878421,True,ERR1992808,-
./metagenomes/ERR5083269.mf.csv,146016ec22724616f90a0491b520d2c4,146016ec,21,DNA,0,1000,231191,True,ERR5083269,-
./metagenomes/ERR5083269.mf.csv,dd173f4571cdc5ec6ec695474c2b83eb,dd173f45,31,DNA,0,1000,227472,True,ERR5083269,-
./metagenomes/ERR5083269.mf.csv,608e2122ce84ae3eb0768149f675d628,608e2122,51,DNA,0,1000,209263,True,ERR5083269,-
./metagenomes/SRR22535178.mf.csv,b0bb77d0d35a96573348f7c2feabd4e3,b0bb77d0,21,DNA,0,1000,488134,True,SRR22535178,-
./metagenomes/SRR22535178.mf.csv,41b6034b1a200692033d00f833a2ecc0,41b6034b,31,DNA,0,1000,510297,True,SRR22535178,-
./metagenomes/SRR22535178.mf.csv,2e1239e1d93f6596553e99aae7c3fc12,2e1239e1,51,DNA,0,1000,494811,True,SRR22535178,-
